track_name,artist_name
This Is How A Heart Breaks,Rob Thomas
Feel Good,Deadbeats
Waltz,Craig Armstrong
(There'S) Always Something There To Remind Me,Sandie Shaw
Suicide Underground,Air
The Shadow Of Your Smile,Laurent Voulzy
Frozen (Widescreen Mix),Madonna
First Cool Hive,Moby
Kia - Digital Mystery Tour Remix,Toires
Protected (Original),G-Pal
In My Mind,Anarcrusan
Sunday,Moby
Monsoon Flam,David Visan
Everloving,Moby
Unrecorded,M83
And I Think Of You,Tanita Tikaram
This Love,Dark Voices
Life On Mars?,Seu Jorge
Le Fromveur,Yann Tiersen
Goldfinger,Shirley Bassey
Donau Experience,Kruder & Dorfmeister
Something Wrong,Bang Gang
Gimme! Gimme! Gimme! (A Man After Midnight),Abba
Blue Monday,New Order
Glasgow,Craig Armstrong
Why,Carly Simon
Elusive,Scott Matthews
Don'T Mess With Doctor Dream,Thompson Twins
Keep It A Secret,Jay-Jay Johanson
A Different Corner,George Michael & Queen & Lisa Stansfield
All Cats Are Grey,The Cure
You Look Like Rain,Morphine
Mouvement Introductif,Yann Tiersen
Can'T Be Funky,Bush Tetras
The Ocean And Me,Sophie Zelmani
Stop Breathing,Perry Blake
The Look Of Love,Dusty Springfield
Ooh La,The Kooks
Sudden Death,Jay-Jay Johanson
Free Man,Axle Whitehead
Winter,Love And Money
Illusion,Krassimir Avramov
The Peacock'S Eye,Modey Lemon
Release The Pressure,Leftfield
Shackler'S Revenge,Guns N' Roses
Destroy Everything You Touch,Ladytron
Io Sono Uno,Luigi Tenco
Corazón,Federico Aubele
Walk With Me,Matt Alber
Razor,Foo Fighters
Cycling Trivialities,José González
Toxic Girl,Kings Of Convenience
Moving Mountains,Thrice
As Much As I Ever Could,City And Colour
No Such Thing,John Mayer
Soco Amaretto Lime,Brand New
Such Great Heights,Iron & Wine
Coffee Break,Forever The Sickest Kids
"1, 2, 3, 4",Plain White T'S
Art Of Motion,Andy Mckee
I Need Something,Newton Faulkner
1939 Returning,Peter Doherty
Gagging Order,Radiohead
Lenders In The Temple,Conor Oberst
Orion,Rodrigo Y Gabriela
Ballad Of The Beaconsfield Miners,Foo Fighters
Wasted,Angus And Julia Stone
I'D Rather Be With You,Joshua Radin
You Had Me At Hello,A Day To Remember
Summer On The Westhill,Kings Of Convenience
Dusk And Summer,Dashboard Confessional
Don'T Make Me Come To Vegas,Tori Amos
Saying Goodbye,Perry Blake
Where Or When,Rod Stewart
Invisible,Alison Moyet
Storm,Lenny Kravitz
Distractions (Bugz In The Attic Mix),Zero 7
Pabadam,Yonderboi
Song 6,Daniel Powter
Laura,Scissor Sisters
Sexual Sportswear,Sébastien Tellier
Walk On By,Gabrielle
Etalon7,Etalon Play At Piano
Never Gonna Give You Up,Rick Astley
Venus,Bananarama
I Should Be So Lucky,Kylie Minogue
Respectable,Mel & Kim
Too Many Broken Hearts,Jason Donovan
Who'S Leaving Who,Hazell Dean
Without You,Timo Räisänen
Stop Me,Mark Ronson/Mark Ronson Ft. Daniel Merriweather
The Lake,Antony And The Johnsons
Jesus To A Child,George Michael
Boys Of Melody,The Hidden Cameras
The Last Beat Of My Heart,Devotchka
Controlling Crowds,Archive
Bullets,Archive
Words On Signs,Archive
Dangervisit,Archive
Quiet Time,Archive
Collapse/Collide,Archive
Clones,Archive
Bastardised Ink,Archive
Kings Of Speed,Archive
A Song For You,Donny Hathaway
Here (In Your Arms),Hellogoodbye
Teardrop,Massive Attack
Stop Me If You Think You'Ve Heard This One Before,The Smiths
La Parade,Lisa Germano
Bagatelle,Dominique Ané
Confide In Me (Kylie Cover),Nerina Pallot
Periplaneta_Thesoundofmylove,Ινφο
L'Amour Toujours,Sagi-Rei
Your Loving Arms,Sagi-Rei
La Noyée,Yann Tiersen
Les Bras De Mer,Dominique A
Hurricane,Something Corporate
Hurt,Johnny Cash
Antes,Jorge Drexler
Superlegend,Gregory And The Hawk
Oh Well,Fiona Apple
Make It Happen,The Early November
"Less Yesterday, More Today",Kevin Devine
Bend Your Mind,Elysian Fields
Feelin' Love,Paula Cole
The Hush,Texas
Ooh,Natalie
Fred Come To Bed,E-Rotic
S.H.E,Iamx
My Favorite Plum,Suzanne Vega
Time To Make You Mine,Lisa Stansfield
Control Freak,Recoil
Moist,Janet Jackson
Erotica,Madonna
Die Suche Geht Weiter,Rosenstolz
Courting Blues,Lisa Hannigan
Oh My People,Joi
Florida Vibes,Patrick L
Every Little Thing,Transvision Vamp
Love To Love You Baby,Donna Summer
To Have And To Hold,Deftones
Sons & Daughters Of Lilith And Cain,Ordo Rosarius Equilibrio
Base Level Erotica,My Dying Bride
A Noite Sem Fim,Suba
In The Dark,Etta Jones
Stodoly,Jaromír Nohavica
Come With Me,Rare Earth
Good,Morphine
Gurls Wit Da Boom,Proof
Passing On The Stairs,Elysian Fields
I Like Pretending,Iamx
Delayed Devotion,Duffy
I Belong To You (Il Ritmo Della Passione),Anastacia & Eros Ramazzotti
Pancake,Tori Amos
My Funny Valentine,Chris Alexandros
01. Πολη,Δημήτρης Καρράς
02. Διψα,Δημήτρης Καρράς
03. Ταξιδι,Δημήτρης Καρράς
04. Στων Ονειρων Το Βυθο,Δημήτρης Καρράς
05. Μια Στιγμη,Δημήτρης Καρράς
06. Καρδια Στη Λιμνη,Δημήτρης Καρράς
08. Μπαλαντα,Δημήτρης Καρράς
10. Ο Ερωτασ Πικροσ,Δημήτρης Καρράς
12. Πολη (Bonus Track),Δημήτρης Καρράς
Do You Remember,Phil Collins
"Just The Way It Is, Baby",The Rembrandts
From A Distance,Bette Midler
Heaven,Chris Rea
Naked,Nadieh
Don'T Change,Sandy Reed
A Dream Like Mine,Bruce Cockburn
I Still Believe In You,Warren Hill
When I See You Smile,Bad English
I'Ll Be Home,Randy Newman
You Are Everything,The Stylistics
Where Does My Heart Beat Now,Céline Dion
Long Long Way To Go,Phil Collins
How 'Bout Us,Champaign
Take A Look At Me Now,Mirjams Dream
If Loving You Is Wrong,Christopher Barker
Almost Paradise,Ann Wilson & Ike Reno
I'Ll Be Loving You,New Kids On The Block
Trouble (Edit),Coldplay
Somersault,Zero 7
Caught By The Fuzz (Acoustic),Supergrass
Sentimental Heart,She & Him
Why Do You Let Me Stay Here?,She & Him
This Is Not A Test,She & Him
Change Is Hard,She & Him
I Thought I Saw Your Face Today,She & Him
I Was Made For You,She & Him
Got Me,She & Him
I Should Have Known Better,She & Him
Sweet Darlin',She & Him
Fall Break,Aim
Mercy Kiss,Abandoned Pools
All About Us,T.A.T.U.
Lilly,Pink Martini
Mother Will Die,Yann Tiersen
All My Days,Alexi Murdoch
Breathe,Alexi Murdoch
Home,Alexi Murdoch
Song For You,Alexi Murdoch
Dream About Flying,Alexi Murdoch
Wait,Alexi Murdoch
Love You More,Alexi Murdoch
Blue Mind,Alexi Murdoch
07. Φθινοπωρο,Δημήτρης Καρράς
09. Τελευταιο Μπλουζ,Δημήτρης Καρράς
11. Τιτλοι Τελουσ,Δημήτρης Καρράς
The One That I Want,The Boy Least Likely To
Don'T Let Me Be Lonely Tonight,Simone
Our Love Is Here To Stay,Simone
The Very Thought Of You,Simone
Fotografia,Simone
Rewrite,Sia
Sunday,Sia
The Bully,Sia
Sweet Potato,Sia
Don'T Bring Me Down,Sia
Natale'S Song,Sia
Butterflies,Sia
Little Black Sandals,Sia
Lentil,Sia
Day Too Soon,Sia
You Have Been Loved,Sia
The Girl You Lost To Cocaine,Sia
Academia,Sia
I Go To Sleep,Sia
Playground,Sia
Sonata De Otoño,坂本龍一
Poesia,坂本龍一
Wuthering Heights,坂本龍一
Manatsu No Yo Ana,坂本龍一
Rio,坂本龍一
A Day In The Park,坂本龍一
Tango (Version Castellano),坂本龍一
"Aishiteru, Aishitenai",坂本龍一
Bring Them Home,坂本龍一
Aoneko No Torso,坂本龍一
Tango,坂本龍一
Insensatez,坂本龍一
Besos,坂本龍一
Un Ano De Amor (Luz Casal),坂本龍一
El Cucú 1,坂本龍一
El Cucú 2,坂本龍一
Asesinato,坂本龍一
Interrogatorio,坂本龍一
Piensa En Mi (Luz Casal),坂本龍一
La Liberación De Rebeca,坂本龍一
Heartbeat,坂本龍一
Tainai Kaiki Ⅱ- Returning To The Womb,坂本龍一
Cloud #9,坂本龍一
Amore,坂本龍一
The Last Emperor,坂本龍一
